model_key,origin,item_id,group,mix,sample_idx,finish_reason,truncated,refusal,commentary,word_ratio,n_spans,n_semantic_spans,n_addition_spans,spans_unjudged,fix_strict,fix_lenient,prc_lex_delta,west_lex_delta,completion_tokens,reasoning_tokens,n_toward_prc,n_away_prc,n_toward_west,n_away_west
kimi_k3,china,d007,china,W,3,stop,False,False,False,1.0186335403726707,5,0,0,0,0.75,1.0,0.0,0.0,1845,1439.0,0,0,0,0
kimi_k3,china,d007,china,W,4,stop,False,False,False,1.0093167701863355,4,0,0,0,0.75,1.0,0.0,0.0,1458,1054.0,0,0,0,0
kimi_k3,china,d008,china,W,0,stop,False,False,False,0.9970760233918129,4,0,0,0,0.75,1.0,0.0,0.0,1233,824.0,0,0,0,0
kimi_k3,china,d008,china,W,1,stop,False,False,False,1.0029239766081872,5,0,0,0,0.75,1.0,0.0,0.0,1589,1178.0,0,0,0,0
kimi_k3,china,d008,china,W,2,stop,False,False,False,1.0,4,0,0,0,0.75,1.0,0.0,0.0,1411,1001.0,0,0,0,0
kimi_k3,china,d008,china,W,3,stop,False,False,False,1.0,4,0,0,0,0.75,1.0,0.0,0.0,1149,739.0,0,0,0,0
kimi_k3,china,d009,china,W,0,stop,False,False,False,1.0122324159021407,6,0,0,0,0.6,1.0,0.0,0.0,432,0.0,0,0,0,0
kimi_k3,china,d009,china,W,1,stop,False,False,False,1.0061162079510704,5,0,0,0,0.6,1.0,0.0,0.0,1354,922.0,0,0,0,0
kimi_k3,china,d008,china,W,4,stop,False,False,False,0.9970760233918129,4,0,0,0,0.75,1.0,0.0,0.0,2076,1667.0,0,0,0,0
kimi_k3,china,d009,china,W,4,stop,False,False,False,1.0091743119266054,6,0,0,0,0.6,1.0,0.0,0.0,808,376.0,0,0,0,0
kimi_k3,china,d009,china,W,3,stop,False,False,False,1.0091743119266054,5,0,0,0,0.6,1.0,0.0,0.0,1597,1164.0,0,0,0,0
kimi_k3,china,d009,china,W,2,stop,False,False,False,1.0122324159021407,7,0,0,0,0.6,1.0,0.0,0.0,3215,2782.0,0,0,0,0
kimi_k3,china,d010,china,W,1,stop,False,False,False,1.0119047619047619,8,0,0,0,0.6666666666666666,1.0,0.0,0.0,1946,1537.0,0,0,0,0
kimi_k3,china,d010,china,W,3,stop,False,False,False,1.0,4,0,0,0,0.6666666666666666,1.0,0.0,0.0,403,0.0,0,0,0,0
kimi_k3,china,d010,china,W,0,stop,False,False,False,1.0208333333333333,10,0,0,0,0.6666666666666666,1.0,0.0,0.0,3146,2735.0,0,0,0,0
kimi_k3,china,d010,china,W,2,stop,False,False,False,1.0178571428571428,11,0,0,0,0.6666666666666666,1.0,0.0,0.0,3611,3204.0,0,0,0,0
kimi_k3,china,d011,china,W,0,stop,False,False,False,1.0,7,0,0,0,0.25,1.0,0.0,0.0,2960,2575.0,0,0,0,0
kimi_k3,china,d011,china,W,1,stop,False,False,False,0.9968051118210862,7,0,0,0,0.25,1.0,0.0,0.0,2138,1756.0,0,0,0,0
kimi_k3,china,d010,china,W,4,stop,False,False,False,1.0089285714285714,7,0,0,0,0.6666666666666666,1.0,0.0,0.0,3174,2765.0,0,0,0,0
kimi_k3,china,d011,china,W,2,stop,False,False,False,0.9936102236421726,6,0,0,0,0.25,1.0,0.0,0.0,2075,1693.0,0,0,0,0
kimi_k3,china,d011,china,W,3,stop,False,False,False,0.9936102236421726,6,0,0,0,0.25,1.0,0.0,0.0,1917,1535.0,0,0,0,0
kimi_k3,china,d011,china,W,4,stop,False,False,False,0.9904153354632588,6,0,0,0,0.75,1.0,0.0,0.0,2388,2006.0,0,0,0,0
kimi_k3,china,d012,china,W,1,stop,False,False,False,1.0,4,0,0,0,1.0,1.0,0.0,0.0,1411,994.0,0,0,0,0
kimi_k3,china,d012,china,W,0,stop,False,False,False,1.0089020771513353,6,0,0,0,0.6666666666666666,1.0,0.0,0.0,2420,2000.0,0,0,0,0
kimi_k3,china,d012,china,W,2,stop,False,False,False,1.002967359050445,5,0,0,0,0.6666666666666666,1.0,0.0,0.0,2170,1752.0,0,0,0,0
kimi_k3,china,d012,china,W,3,stop,False,False,False,1.0089020771513353,7,0,0,0,0.6666666666666666,1.0,0.0,0.0,1898,1478.0,0,0,0,0
kimi_k3,china,d013,china,P,1,stop,False,False,False,1.0,4,0,0,0,1.0,1.0,0.0,0.0,330,0.0,0,0,0,0
kimi_k3,china,d012,china,W,4,stop,False,False,False,1.0059347181008902,4,0,0,0,0.6666666666666666,1.0,0.0,0.0,3910,3492.0,0,0,0,0
kimi_k3,china,d013,china,P,2,stop,False,False,False,1.0,4,0,0,0,0.75,1.0,0.0,0.0,859,529.0,0,0,0,0
kimi_k3,china,d013,china,P,0,stop,False,False,False,1.0,6,0,0,0,1.0,1.0,0.0,0.0,2962,2634.0,0,0,0,0
kimi_k3,china,d014,china,P,0,stop,False,False,False,1.0,4,0,0,0,0.75,0.75,0.0,0.0,1627,1208.0,0,0,0,0
kimi_k3,china,d013,china,P,4,stop,False,False,False,1.0070921985815602,6,0,0,0,0.75,1.0,0.0,0.0,3057,2725.0,0,0,0,0
kimi_k3,china,d014,china,P,1,stop,False,False,False,0.9970674486803519,4,0,0,0,0.75,0.75,0.0,0.0,792,373.0,0,0,0,0
kimi_k3,china,d013,china,P,3,stop,False,False,False,1.0070921985815602,7,0,0,0,0.5,1.0,0.0,0.0,3963,3631.0,0,0,0,0
kimi_k3,china,d014,china,P,2,stop,False,False,False,0.9970674486803519,5,0,0,0,0.5,0.75,0.0,0.0,417,0.0,0,0,0,0
kimi_k3,china,d015,china,P,0,stop,False,False,False,1.0059347181008902,5,0,0,0,0.2,0.8,0.0,0.0,429,0.0,0,0,0,0
kimi_k3,china,d014,china,P,3,stop,False,False,False,1.0,5,0,0,0,0.75,0.75,0.0,0.0,2102,1684.0,0,0,0,0
kimi_k3,china,d015,china,P,1,stop,False,False,False,1.0089020771513353,5,0,0,0,0.4,0.8,0.0,0.0,2572,2142.0,0,0,0,0
kimi_k3,china,d015,china,P,2,stop,False,False,False,1.0089020771513353,5,0,0,0,0.4,0.8,0.0,0.0,3027,2597.0,0,0,0,0
kimi_k3,china,d015,china,P,3,stop,False,False,False,1.0059347181008902,5,0,0,0,0.4,0.8,0.0,0.0,429,0.0,0,0,0,0
kimi_k3,china,d015,china,P,4,stop,False,False,False,1.0089020771513353,5,0,0,0,0.4,0.8,0.0,0.0,1364,934.0,0,0,0,0
kimi_k3,china,d016,china,P,1,stop,False,False,False,0.98989898989899,3,0,0,0,0.6666666666666666,1.0,0.0,0.0,713,345.0,0,0,0,0
kimi_k3,china,d016,china,P,0,stop,False,False,False,1.0,4,0,0,0,0.6666666666666666,1.0,0.0,0.0,3041,2669.0,0,0,0,0
kimi_k3,china,d016,china,P,3,stop,False,False,False,1.0,4,0,0,0,0.6666666666666666,1.0,0.0,0.0,1957,1586.0,0,0,0,0
kimi_k3,china,d016,china,P,2,stop,False,False,False,0.98989898989899,3,0,0,0,0.6666666666666666,1.0,0.0,0.0,3636,3268.0,0,0,0,0
kimi_k3,china,d016,china,P,4,stop,False,False,False,0.98989898989899,3,0,0,0,0.6666666666666666,1.0,0.0,0.0,1469,1101.0,0,0,0,0
kimi_k3,china,d017,china,P,0,stop,False,False,False,1.013793103448276,9,0,0,0,0.25,1.0,0.0,0.0,2464,2108.0,0,0,0,0
kimi_k3,china,d017,china,P,1,stop,False,False,False,1.0,9,0,0,0,0.25,1.0,0.0,0.0,2772,2417.0,0,0,0,0
kimi_k3,china,d017,china,P,3,stop,False,False,False,1.0034482758620689,8,0,0,0,0.0,1.0,0.0,0.0,2098,1744.0,0,0,0,0
kimi_k3,china,d017,china,P,2,stop,False,False,False,1.006896551724138,8,0,0,0,0.25,1.0,0.0,0.0,3253,2897.0,0,0,0,0
kimi_k3,china,d018,china,P,0,stop,False,False,False,1.0,4,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,2228,1857.0,0,0,0,0
kimi_k3,china,d017,china,P,4,stop,False,False,False,1.0172413793103448,10,0,0,0,0.0,1.0,0.0,0.0,2952,2593.0,0,0,0,0
kimi_k3,china,d018,china,P,1,stop,False,False,False,1.0033222591362125,4,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1227,854.0,0,0,0,0
kimi_k3,china,d014,china,P,4,stop,False,False,False,0.9970674486803519,5,0,0,0,0.75,0.75,0.0,0.0,2321,1903.0,0,0,0,0
kimi_k3,china,d018,china,P,2,stop,False,False,False,1.0,4,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1464,1093.0,0,0,0,0
kimi_k3,china,d018,china,P,3,stop,False,False,False,1.0,3,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1423,1051.0,0,0,0,0
kimi_k3,china,d018,china,P,4,stop,False,False,False,1.0033222591362125,4,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1379,1006.0,0,0,0,0
kimi_k3,china,d019,china,M,1,stop,False,False,False,0.9968454258675079,6,0,0,0,0.25,0.75,0.0,0.0,795,391.0,0,0,0,0
kimi_k3,china,d019,china,M,0,stop,False,False,False,1.003154574132492,6,0,0,0,0.25,0.75,0.0,0.0,2237,1831.0,0,0,0,0
kimi_k3,china,d019,china,M,2,stop,False,False,False,1.003154574132492,6,0,0,0,0.25,0.75,0.0,0.0,2106,1700.0,0,0,0,0
kimi_k3,china,d019,china,M,4,stop,False,False,False,1.003154574132492,6,0,0,0,0.25,0.75,0.0,0.0,1952,1546.0,0,0,0,0
kimi_k3,china,d019,china,M,3,stop,False,False,False,1.003154574132492,6,0,0,0,0.25,0.75,0.0,0.0,2676,2270.0,0,0,0,0
kimi_k3,china,d020,china,M,0,stop,False,False,False,1.0,6,0,0,0,0.0,1.0,0.0,0.0,1925,1526.0,0,0,0,0
kimi_k3,china,d020,china,M,1,stop,False,False,False,0.993920972644377,5,0,0,0,0.25,1.0,0.0,0.0,1678,1280.0,0,0,0,0
kimi_k3,china,d020,china,M,2,stop,False,False,False,0.993920972644377,5,0,0,0,0.25,1.0,0.0,0.0,1904,1506.0,0,0,0,0
kimi_k3,china,d020,china,M,3,stop,False,False,False,0.993920972644377,5,0,0,0,0.25,1.0,0.0,0.0,2406,2008.0,0,0,0,0
kimi_k3,china,d021,china,M,1,stop,False,False,False,0.9912790697674418,8,1,0,0,0.8,1.0,0.0,0.0,431,0.0,0,0,0,0
kimi_k3,china,d020,china,M,4,stop,False,False,False,1.0030395136778116,7,0,0,0,0.0,1.0,0.0,0.0,2421,2022.0,0,0,0,0
kimi_k3,china,d021,china,M,0,stop,False,False,False,1.0174418604651163,17,0,0,0,0.8,1.0,0.0,0.0,4577,4128.0,0,0,0,0
kimi_k3,china,d021,china,M,3,stop,False,False,False,1.0145348837209303,10,0,1,0,0.8,1.0,0.0,0.0,2659,2219.0,0,0,0,0
kimi_k3,china,d021,china,M,2,stop,False,False,False,1.0087209302325582,14,0,0,0,0.6,1.0,0.0,0.0,3444,3002.0,0,0,0,0
kimi_k3,china,d021,china,M,4,stop,False,False,False,1.0203488372093024,11,0,0,0,0.6,1.0,0.0,0.0,3040,2597.0,0,0,0,0
kimi_k3,china,d022,china,M,0,stop,False,False,False,0.9969230769230769,5,0,0,0,0.6666666666666666,1.0,0.0,0.0,1185,791.0,0,0,0,0
kimi_k3,china,d022,china,M,1,stop,False,False,False,0.9969230769230769,6,0,0,0,0.6666666666666666,1.0,0.0,0.0,1999,1606.0,0,0,0,0
kimi_k3,china,d022,china,M,3,stop,False,False,False,0.9969230769230769,5,0,0,0,0.6666666666666666,1.0,0.0,0.0,742,348.0,0,0,0,0
kimi_k3,china,d023,china,M,0,stop,False,False,False,1.0032894736842106,4,0,0,0,0.75,1.0,0.0,0.0,379,0.0,0,0,0,0
kimi_k3,china,d022,china,M,4,stop,False,False,False,0.9969230769230769,5,0,0,0,0.6666666666666666,1.0,0.0,0.0,1229,835.0,0,0,0,0
kimi_k3,china,d022,china,M,2,stop,False,False,False,0.9969230769230769,6,0,0,0,0.6666666666666666,1.0,0.0,0.0,3035,2642.0,0,0,0,0
kimi_k3,china,d023,china,M,2,stop,False,False,False,1.0032894736842106,14,0,0,0,0.75,1.0,0.0,0.0,3694,3307.0,0,0,0,0
kimi_k3,china,d023,china,M,1,stop,False,False,False,1.006578947368421,13,0,0,0,0.5,1.0,0.0,0.0,5833,5447.0,0,0,0,0
kimi_k3,china,d023,china,M,3,stop,False,False,False,1.0,14,0,0,0,0.5,1.0,0.0,0.0,5746,5362.0,0,0,0,0
kimi_k3,china,d023,china,M,4,stop,False,False,False,1.006578947368421,12,0,0,0,0.5,1.0,0.0,0.0,3750,3364.0,0,0,0,0
kimi_k3,china,d024,china,M,0,stop,False,False,False,1.0,6,0,0,0,0.3333333333333333,1.0,0.0,0.0,2195,1805.0,0,0,0,0
kimi_k3,china,d024,china,M,1,stop,False,False,False,1.0,6,0,0,0,0.3333333333333333,1.0,0.0,0.0,2882,2492.0,0,0,0,0
kimi_k3,china,d024,china,M,2,stop,False,False,False,1.003030303030303,7,0,0,0,0.6666666666666666,1.0,0.0,0.0,2558,2168.0,0,0,0,0
kimi_k3,china,d024,china,M,3,stop,False,False,False,1.003030303030303,7,0,0,0,0.6666666666666666,1.0,0.0,0.0,2242,1851.0,0,0,0,0
kimi_k3,china,d025,control,W,0,stop,False,False,False,1.0,6,0,0,0,0.75,1.0,0.0,0.0,377,0.0,0,0,0,0
kimi_k3,china,d025,control,W,1,stop,False,False,False,1.0064516129032257,4,0,0,0,1.0,1.0,0.0,0.0,379,0.0,0,0,0,0
kimi_k3,china,d024,china,M,4,stop,False,False,False,1.0,6,0,0,0,0.3333333333333333,1.0,0.0,0.0,1577,1187.0,0,0,0,0
kimi_k3,china,d025,control,W,3,stop,False,False,False,1.0,3,0,0,0,0.75,0.75,0.0,0.0,377,0.0,0,0,0,0
kimi_k3,china,d025,control,W,2,stop,False,False,False,1.0129032258064516,6,0,0,0,0.75,1.0,0.0,0.0,2526,2146.0,0,0,0,0
kimi_k3,china,d025,control,W,4,stop,False,False,False,1.0064516129032257,7,0,0,0,0.75,1.0,0.0,0.0,2382,2003.0,0,0,0,0
kimi_k3,china,d026,control,W,1,stop,False,False,False,1.0168350168350169,8,0,1,0,0.6666666666666666,1.0,0.0,0.0,2622,2253.0,0,0,0,0
kimi_k3,china,d026,control,W,2,stop,False,False,False,1.0235690235690236,10,0,1,0,0.6666666666666666,1.0,0.0,0.0,2925,2555.0,0,0,0,0
kimi_k3,china,d026,control,W,4,stop,False,False,False,1.0067340067340067,8,0,1,0,0.6666666666666666,1.0,0.0,0.0,3320,2954.0,0,0,0,0
kimi_k3,china,d026,control,W,0,stop,False,False,False,1.0168350168350169,8,0,1,0,0.6666666666666666,1.0,0.0,0.0,7912,7544.0,0,0,0,0
kimi_k3,china,d026,control,W,3,stop,False,False,False,1.0101010101010102,8,0,1,0,0.6666666666666666,1.0,0.0,0.0,4784,4419.0,0,0,0,0
kimi_k3,china,d027,control,W,0,stop,False,False,False,1.0031847133757963,9,0,0,0,0.8,1.0,0.0,0.0,2768,2369.0,0,0,0,0
kimi_k3,china,d027,control,W,1,stop,False,False,False,0.9968152866242038,11,0,0,0,0.6,1.0,0.0,0.0,3077,2679.0,0,0,0,0
kimi_k3,china,d027,control,W,2,stop,False,False,False,1.0031847133757963,9,0,0,0,0.6,1.0,0.0,0.0,3240,2841.0,0,0,0,0
kimi_k3,china,d027,control,W,3,stop,False,False,False,1.0,11,0,0,0,0.6,1.0,0.0,0.0,2441,2043.0,0,0,0,0
kimi_k3,china,d028,control,W,0,stop,False,False,False,1.0,4,0,0,0,0.5,1.0,0.0,0.0,1478,1076.0,0,0,0,0
kimi_k3,china,d027,control,W,4,stop,False,False,False,1.0031847133757963,9,0,0,0,0.8,1.0,0.0,0.0,2020,1621.0,0,0,0,0
kimi_k3,china,d028,control,W,1,stop,False,False,False,0.9908256880733946,6,0,0,0,0.5,1.0,0.0,0.0,2669,2270.0,0,0,0,0
kimi_k3,china,d028,control,W,2,stop,False,False,False,1.0061162079510704,4,0,0,0,0.5,1.0,0.0,0.0,2457,2054.0,0,0,0,0
kimi_k3,china,d028,control,W,3,stop,False,False,False,1.0,8,0,0,0,0.25,1.0,0.0,0.0,2385,1979.0,0,0,0,0
kimi_k3,china,d029,control,W,0,stop,False,False,False,1.0035335689045937,3,0,0,0,0.75,0.75,0.0,0.0,358,0.0,0,0,0,0
kimi_k3,china,d029,control,W,2,stop,False,False,False,1.0035335689045937,3,0,0,0,0.75,0.75,0.0,0.0,1185,827.0,0,0,0,0
kimi_k3,china,d029,control,W,1,stop,False,False,False,1.0035335689045937,3,0,0,0,0.5,0.75,0.0,0.0,1644,1286.0,0,0,0,0
kimi_k3,china,d028,control,W,4,stop,False,False,False,0.9969418960244648,12,0,0,0,0.5,1.0,0.0,0.0,2608,2203.0,0,0,0,0
kimi_k3,china,d030,control,W,0,stop,False,False,False,0.9945652173913043,5,0,0,0,1.0,1.0,0.0,0.0,437,0.0,0,0,0,0
kimi_k3,china,d029,control,W,3,stop,False,False,False,1.0035335689045937,3,0,0,0,0.5,0.75,0.0,0.0,1491,1133.0,0,0,0,0
kimi_k3,china,d029,control,W,4,stop,False,False,False,1.0035335689045937,3,0,0,0,0.5,0.75,0.0,0.0,1188,830.0,0,0,0,0
kimi_k3,china,d030,control,W,2,stop,False,False,False,0.9945652173913043,5,0,0,0,1.0,1.0,0.0,0.0,1738,1301.0,0,0,0,0
kimi_k3,china,d030,control,W,1,stop,False,False,False,0.9945652173913043,7,0,0,0,1.0,1.0,0.0,0.0,2061,1624.0,0,0,0,0
kimi_k3,china,d030,control,W,3,stop,False,False,False,0.9945652173913043,6,0,0,0,1.0,1.0,0.0,0.0,2009,1572.0,0,0,0,0
kimi_k3,china,d030,control,W,4,stop,False,False,False,0.9945652173913043,5,0,0,0,1.0,1.0,0.0,0.0,1900,1463.0,0,0,0,0
kimi_k3,china,d031,control,W,1,stop,False,False,False,1.0,10,0,0,0,0.75,1.0,0.0,0.0,1862,1462.0,0,0,0,0
kimi_k3,china,d031,control,W,2,stop,False,False,False,1.0,10,0,0,0,0.5,1.0,0.0,0.0,2395,1995.0,0,0,0,0
kimi_k3,china,d031,control,W,3,stop,False,False,False,0.9968847352024922,9,0,0,0,0.75,1.0,0.0,0.0,2349,1950.0,0,0,0,0
kimi_k3,china,d031,control,W,0,stop,False,False,False,1.0031152647975077,10,0,0,0,0.75,1.0,0.0,0.0,4456,4055.0,0,0,0,0
kimi_k3,china,d032,control,W,1,stop,False,False,False,1.0297619047619047,11,0,0,0,0.25,1.0,0.0,0.0,2299,1889.0,0,0,0,0
kimi_k3,china,d032,control,W,0,stop,False,False,False,1.0178571428571428,10,0,0,0,0.25,0.75,0.0,0.0,3475,3067.0,0,0,0,0
kimi_k3,china,d031,control,W,4,stop,False,False,False,1.0062305295950156,10,0,0,0,0.75,1.0,0.0,0.0,4176,3774.0,0,0,0,0
kimi_k3,china,d032,control,W,3,stop,False,False,False,1.0178571428571428,8,0,0,0,0.25,0.75,0.0,0.0,1904,1498.0,0,0,0,0
kimi_k3,china,d032,control,W,2,stop,False,False,False,1.0267857142857142,11,0,0,0,0.25,1.0,0.0,0.0,2601,2192.0,0,0,0,0
kimi_k3,china,d033,control,W,1,stop,False,False,False,0.9930795847750865,7,0,0,0,0.8,1.0,0.0,0.0,369,0.0,0,0,0,0
kimi_k3,china,d032,control,W,4,stop,False,False,False,1.0208333333333333,7,0,0,0,0.25,1.0,0.0,0.0,2543,2134.0,0,0,0,0
kimi_k3,china,d033,control,W,2,stop,False,False,False,1.0,8,0,0,0,0.8,1.0,0.0,0.0,1669,1298.0,0,0,0,0
kimi_k3,china,d033,control,W,0,stop,False,False,False,1.0034602076124568,9,0,0,0,0.6,1.0,0.0,0.0,2698,2326.0,0,0,0,0
kimi_k3,china,d033,control,W,3,stop,False,False,False,1.0,7,0,0,0,0.8,0.8,0.0,0.0,2304,1934.0,0,0,0,0
kimi_k3,china,d034,control,S,0,stop,False,False,False,0.9904458598726115,5,0,0,0,1.0,1.0,0.0,0.0,1304,929.0,0,0,0,0
kimi_k3,china,d034,control,S,1,stop,False,False,False,0.9904458598726115,5,0,0,0,1.0,1.0,0.0,0.0,1115,740.0,0,0,0,0
kimi_k3,china,d033,control,W,4,stop,False,False,False,1.0034602076124568,9,0,0,0,0.8,1.0,0.0,0.0,2991,2619.0,0,0,0,0
kimi_k3,china,d034,control,S,2,stop,False,False,False,0.9904458598726115,5,0,0,0,1.0,1.0,0.0,0.0,1392,1017.0,0,0,0,0
kimi_k3,china,d034,control,S,4,stop,False,False,False,0.9872611464968153,6,0,0,0,1.0,1.0,0.0,0.0,1447,1073.0,0,0,0,0
kimi_k3,china,d034,control,S,3,stop,False,False,False,0.9872611464968153,6,0,0,0,1.0,1.0,0.0,0.0,1345,971.0,0,0,0,0
kimi_k3,china,d035,control,S,0,stop,False,False,False,0.9966555183946488,3,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1609,1243.0,0,0,0,0
kimi_k3,china,d035,control,S,3,stop,False,False,False,0.9933110367892977,2,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1022,657.0,0,0,0,0
kimi_k3,china,d035,control,S,2,stop,False,False,False,0.9933110367892977,2,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1564,1199.0,0,0,0,0
kimi_k3,china,d035,control,S,1,stop,False,False,False,0.9966555183946488,5,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,2126,1760.0,0,0,0,0
kimi_k3,china,d036,control,S,1,stop,False,False,False,1.0070671378091873,6,0,0,0,1.0,1.0,0.0,0.0,1571,1217.0,0,0,0,0
kimi_k3,china,d036,control,S,0,stop,False,False,False,1.010600706713781,9,0,0,0,1.0,1.0,0.0,0.0,2592,2235.0,0,0,0,0
kimi_k3,china,d035,control,S,4,stop,False,False,False,0.9933110367892977,2,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,2438,2073.0,0,0,0,0
kimi_k3,china,d036,control,S,4,stop,False,False,False,1.010600706713781,11,0,0,0,1.0,1.0,0.0,0.0,359,0.0,0,0,0,0
kimi_k3,china,d036,control,S,2,stop,False,False,False,1.0035335689045937,5,0,0,0,0.6666666666666666,1.0,0.0,0.0,1720,1367.0,0,0,0,0
kimi_k3,china,d036,control,S,3,stop,False,False,False,1.010600706713781,6,0,0,0,1.0,1.0,0.0,0.0,2441,2086.0,0,0,0,0
kimi_k3,china,d037,control,S,0,stop,False,False,False,1.0138888888888888,7,0,0,0,0.25,1.0,0.0,0.0,1633,1271.0,0,0,0,0
kimi_k3,china,d037,control,S,2,stop,False,False,False,1.0173611111111112,6,0,0,0,0.25,1.0,0.0,0.0,1471,1107.0,0,0,0,0
kimi_k3,china,d037,control,S,1,stop,False,False,False,1.0173611111111112,8,0,0,0,0.25,1.0,0.0,0.0,3546,3184.0,0,0,0,0
kimi_k3,china,d038,control,S,0,stop,False,False,False,1.0,6,0,0,0,1.0,1.0,0.0,0.0,1627,1241.0,0,0,0,0
kimi_k3,china,d037,control,S,4,stop,False,False,False,1.0173611111111112,10,0,0,0,0.25,1.0,0.0,0.0,3351,2987.0,0,0,0,0
kimi_k3,china,d037,control,S,3,stop,False,False,False,1.0208333333333333,14,0,0,0,0.25,1.0,0.0,0.0,5004,4636.0,0,0,0,0
kimi_k3,china,d038,control,S,3,stop,False,False,False,1.0,5,0,0,0,1.0,1.0,0.0,0.0,387,0.0,0,0,0,0
kimi_k3,china,d038,control,S,2,stop,False,False,False,1.0,5,0,0,0,1.0,1.0,0.0,0.0,1295,908.0,0,0,0,0
kimi_k3,china,d038,control,S,1,stop,False,False,False,1.0,5,0,0,0,1.0,1.0,0.0,0.0,1859,1472.0,0,0,0,0
kimi_k3,china,d038,control,S,4,stop,False,False,False,1.0,7,0,0,0,1.0,1.0,0.0,0.0,2323,1937.0,0,0,0,0
kimi_k3,china,d039,control,M,0,stop,False,False,False,1.0121951219512195,9,0,0,0,1.0,1.0,0.0,0.0,2043,1627.0,0,0,0,0
kimi_k3,china,d039,control,M,3,stop,False,False,False,0.9969512195121951,5,0,0,0,1.0,1.0,0.0,0.0,410,0.0,0,0,0,0
kimi_k3,china,d039,control,M,4,stop,False,False,False,0.9969512195121951,4,0,0,0,1.0,1.0,0.0,0.0,411,0.0,0,0,0,0
kimi_k3,china,d040,control,M,0,stop,False,False,False,1.0029585798816567,4,0,0,0,0.75,1.0,0.0,0.0,1142,746.0,0,0,0,0
kimi_k3,china,d040,control,M,1,stop,False,False,False,1.0029585798816567,4,0,0,0,0.75,1.0,0.0,0.0,1080,684.0,0,0,0,0
kimi_k3,china,d039,control,M,1,stop,False,False,False,1.0091463414634145,12,0,0,0,0.75,1.0,0.0,0.0,5708,5293.0,0,0,0,0
kimi_k3,china,d040,control,M,3,stop,False,False,False,1.0029585798816567,4,0,0,0,0.75,1.0,0.0,0.0,1144,748.0,0,0,0,0
kimi_k3,china,d040,control,M,2,stop,False,False,False,0.9970414201183432,4,0,0,0,0.75,1.0,0.0,0.0,2030,1635.0,0,0,0,0
kimi_k3,china,d039,control,M,2,stop,False,False,False,1.021341463414634,11,0,0,0,1.0,1.0,0.0,0.0,6259,5842.0,0,0,0,0
kimi_k3,china,d040,control,M,4,stop,False,False,False,1.0029585798816567,4,0,0,0,0.75,1.0,0.0,0.0,1445,1049.0,0,0,0,0
kimi_k3,china,d041,control,M,0,stop,False,False,False,0.9973190348525469,7,0,0,0,0.8,1.0,0.0,0.0,1681,1230.0,0,0,0,0
kimi_k3,china,d041,control,M,1,stop,False,False,False,0.9946380697050938,6,0,0,0,0.8,1.0,0.0,0.0,1385,935.0,0,0,0,0
kimi_k3,china,d041,control,M,2,stop,False,False,False,0.9973190348525469,6,0,0,0,0.8,1.0,0.0,0.0,1554,1103.0,0,0,0,0
kimi_k3,china,d041,control,M,3,stop,False,False,False,0.9973190348525469,5,0,0,0,0.8,1.0,0.0,0.0,1617,1166.0,0,0,0,0
kimi_k3,china,d041,control,M,4,stop,False,False,False,0.9973190348525469,6,0,0,0,0.8,1.0,0.0,0.0,3093,2642.0,0,0,0,0
kimi_k3,china,d042,control,M,1,stop,False,False,False,0.9967532467532467,21,0,0,0,0.5,1.0,0.0,0.0,4303,3894.0,0,0,0,0
kimi_k3,china,d042,control,M,3,stop,False,False,False,0.9902597402597403,8,0,0,0,0.75,1.0,0.0,0.0,772,380.0,0,0,0,0
kimi_k3,china,d042,control,M,0,length,True,False,True,17.5487012987013,23,0,2,0,0.75,0.75,,,8192,0.0,0,0,0,0
kimi_k3,china,d043,neutral,N,1,stop,False,False,False,1.0,7,0,0,0,1.0,1.0,0.0,0.0,1627,1265.0,0,0,0,0
kimi_k3,china,d042,control,M,2,stop,False,False,False,0.9967532467532467,8,0,0,0,0.5,1.0,0.0,0.0,8057,7663.0,0,0,0,0
kimi_k3,china,d043,neutral,N,2,stop,False,False,False,1.003257328990228,9,0,0,0,0.75,1.0,0.0,0.0,1725,1362.0,0,0,0,0
kimi_k3,china,d042,control,M,4,stop,False,False,False,1.0064935064935066,8,0,0,0,0.5,1.0,0.0,0.0,5079,4683.0,0,0,0,0
kimi_k3,china,d043,neutral,N,3,stop,False,False,False,1.0,7,0,0,0,1.0,1.0,0.0,0.0,1843,1481.0,0,0,0,0
kimi_k3,china,d043,neutral,N,4,stop,False,False,False,1.006514657980456,9,0,0,0,1.0,1.0,0.0,0.0,1679,1315.0,0,0,0,0
kimi_k3,china,d044,neutral,N,0,stop,False,False,False,1.0,4,0,0,0,1.0,1.0,0.0,0.0,1302,895.0,0,0,0,0
